Player,Country,Matches,Innings,Wickets,Runs,Best-bowling-figure,Strike-Rate,Average,Economy,4-Wickets,Fifer,Starting Year,Ending Year
RJ Robinson,Bermuda,3,3,1,170,1/57,138.0,170.0,7.39,0,0,2007,2009
TS Roland-Jones,England,1,1,1,34,1/34,42.0,34.0,4.85,0,0,2017,2017
LC Romero,USA,2,1,1,52,1/52,24.0,52.0,13.0,0,0,2004,2004
RR Rossouw,South Africa,36,3,1,44,1/17,45.0,44.0,5.86,0,0,2014,2016
Sameer Zia,UAE,1,1,1,44,1/44,60.0,44.0,4.4,0,0,2004,2004
Saqib Ali,UAE,5,2,1,57,1/44,60.0,57.0,5.7,0,0,2008,2014
Saqib Zulfiqar,Netherlands,1,1,1,49,1/49,42.0,49.0,7.0,0,0,2019,2019
Sayed Shirzad,Afghanistan,2,1,1,56,1/56,48.0,56.0,7.0,0,0,2019,2019
BN Schultz,South Africa,1,1,1,35,1/35,54.0,35.0,3.88,0,0,1992,1992
BB Seebaran,Canada,4,3,1,130,1/61,108.0,130.0,7.22,0,0,2003,2003
RK Sethi,South Africa,3,3,1,100,1/51,120.0,100.0,5.0,0,0,1975,1975
Shehzad Altaf,UAE,2,2,1,37,1/15,78.0,37.0,2.84,0,0,1996,1996
Shakeel Khan,Pakistan,1,1,1,50,1/50,54.0,50.0,5.55,0,0,1987,1987
M Shezi,South Africa,1,1,1,8,1/8,36.0,8.0,1.33,0,0,2014,2014
LR Shukla,India,3,3,1,94,1/25,114.0,94.0,4.94,0,0,1999,1999
K Shuttleworth,England,1,1,1,29,1/29,56.0,29.0,3.1,0,0,1971,1971
LPC Silva,Sri Lanka,75,2,1,33,1/21,42.0,33.0,4.71,0,0,1999,2011
LMP Simmons,West Indies,68,12,1,172,1/3,156.0,172.0,6.61,0,0,2006,2015
RP Singh,India,2,2,1,77,1/58,82.0,77.0,5.63,0,0,1986,1986
MA Small,West Indies,2,2,1,54,1/40,84.0,54.0,3.85,0,0,1984,1984
RAJ Smith,Scotland,2,2,1,97,1/34,90.0,97.0,6.46,0,0,2016,2016
S Snater,Netherlands,2,2,1,63,1/41,71.0,63.0,5.32,0,0,2018,2018
GS Sobers,West Indies,1,1,1,31,1/31,63.0,31.0,2.95,0,0,1973,1973
Sohaib Maqsood,Pakistan,26,4,1,42,1/16,54.0,42.0,4.66,0,0,2013,2016
VS Solanki,England,51,7,1,105,1/17,111.0,105.0,5.67,0,0,2000,2006
OP Stone,England,4,3,1,97,1/23,96.0,97.0,6.06,0,0,2018,2018
GM Strydom,Zimbabwe,12,4,1,61,1/28,66.0,61.0,5.54,0,0,2006,2006
R Strydom,Ireland,9,1,1,63,1/63,48.0,63.0,7.87,0,0,2008,2008
Subashis Roy,Bangladesh,1,1,1,45,1/45,60.0,45.0,4.5,0,0,2016,2016
Syed Maqsood,UAE,2,2,1,84,1/60,66.0,84.0,7.63,0,0,2004,2004
Tanvir Mehdi,Pakistan,1,1,1,72,1/72,66.0,72.0,6.54,0,0,1992,1992
Taufeeq Umar,Pakistan,22,3,1,85,1/49,72.0,85.0,7.08,0,0,2001,2011
GJ Thompson,Ireland,3,3,1,73,1/35,72.0,73.0,6.08,0,0,2008,2008
AL Thomson,Australia,1,1,1,22,1/22,64.0,22.0,2.06,0,0,1971,1971
Tushar Imran,Bangladesh,41,5,1,103,1/24,126.0,103.0,4.9,0,0,2001,2007
Umair Ali,UAE,2,2,1,125,1/65,108.0,125.0,6.94,0,0,2015,2015
Usman Ghani,Afghanistan,15,2,1,34,1/21,38.0,34.0,5.36,0,0,2014,2017
BO van Rooi,Namibia,3,3,1,119,1/24,120.0,119.0,5.95,0,0,2003,2003
MA Vermeulen,Zimbabwe,43,1,1,5,1/5,5.0,5.0,6.0,0,0,2000,2009
M Vijay,India,17,2,1,37,1/19,36.0,37.0,6.16,0,0,2010,2015
L Vincent,New Zealand,102,3,1,25,1/0,20.0,25.0,7.5,0,0,2001,2007
Waheed Ahmed,UAE,2,2,1,29,1/20,30.0,29.0,5.8,0,0,2019,2019
Washington Sundar,India,1,1,1,65,1/65,60.0,65.0,6.5,0,0,2017,2017
Wasim Haider,Pakistan,3,3,1,79,1/36,114.0,79.0,4.15,0,0,1992,1992
S Weerakoon,Sri Lanka,2,1,1,49,1/49,60.0,49.0,4.9,0,0,2012,2012
BA Westdijk,Netherlands,4,4,1,195,1/56,156.0,195.0,7.5,0,0,2011,2011
S Wettimuny,Sri Lanka,35,6,1,70,1/13,57.0,70.0,7.36,0,0,1982,1987
CG Williams,Namibia,5,4,1,91,1/37,126.0,91.0,4.33,0,0,2019,2019
SC Williams,West Indies,57,1,1,30,1/30,24.0,30.0,7.5,0,0,1994,1999
DJ Worrall,Australia,3,3,1,171,1/43,158.0,171.0,6.49,0,0,2016,2016
J Yadav,India,1,1,1,8,1/8,24.0,8.0,2.0,0,0,2016,2016
Yashpal Sharma,India,42,8,1,199,1/27,201.0,199.0,5.94,0,0,1978,1985
BE Young,Australia,6,5,1,251,1/26,234.0,251.0,6.43,0,0,1998,1999
Zain Abbas,Hong Kong,1,1,1,56,1/56,36.0,56.0,9.33,0,0,2008,2008
AK Zesers,Australia,2,2,1,74,1/37,90.0,74.0,4.93,0,0,1987,1987
Aarif Sheikh,Nepal,6,1,0,10,,-,,5.0,0,0,2018,2019
S Abrahams,South Africa,1,1,0,40,,-,,4.0,0,0,2000,2000
Abul Hasan,Bangladesh,7,7,0,244,,-,,6.77,0,0,2012,2018
FS Ahangama,Sri Lanka,1,1,0,23,,-,,7.66,0,0,1985,1985
Ahmed Shah,Afghanistan,1,1,0,12,,-,,12.0,0,0,2009,2009
Akram Khan,Bangladesh,44,6,0,138,,-,,7.07,0,0,1988,2003
Aman Ali,UAE,1,1,0,22,,-,,11.0,0,0,2008,2008
PK Amre,India,37,1,0,4,,-,,12.0,0,0,1991,1994
J Anderson,Ireland,8,2,0,20,,-,,4.0,0,0,2014,2016
Anisur Rahman,Bangladesh,2,2,0,68,,-,,8.5,0,0,1995,1998
Anwar Hossain Monir,Bangladesh,1,1,0,45,,-,,5.62,0,0,2002,2002
Ariful Haque,Bangladesh,1,1,0,17,,-,,5.66,0,0,2018,2018
Asad Shafiq,Pakistan,60,2,0,18,,-,,9.0,0,0,2010,2017
Ashfaq Ahmed,Pakistan,3,3,0,84,,-,,4.94,0,0,1994,1994
Asif Ali,Pakistan,18,1,0,9,,-,,10.8,0,0,2018,2019
Asif Iqbal,UAE,1,1,0,32,,-,,8.0,0,0,2015,2015
MS Atapattu,Sri Lanka,268,2,0,41,,-,,4.82,0,0,1990,2007
CWJ Athey,England,31,1,0,10,,-,,10.0,0,0,1980,1988
RA Austin,West Indies,1,1,0,13,,-,,13.0,0,0,1978,1978
Babar Hayat,Hong Kong,22,1,0,9,,-,,9.0,0,0,2014,2018
RJ Bailey,England,4,1,0,25,,-,,4.16,0,0,1985,1990
W Barresi,Netherlands,32,3,0,37,,-,,7.4,0,0,2010,2019
OO Bascome,Bermuda,6,2,0,22,,-,,7.33,0,0,2008,2008
TC Bastiampillai,Canada,13,3,0,31,,-,,7.75,0,0,2007,2014
Bazid Khan,Pakistan,5,1,0,11,,-,,5.5,0,0,2004,2008
CA Best,West Indies,24,2,0,12,,-,,3.78,0,0,1986,1992
MI Black,West Indies,5,5,0,196,,-,,5.15,0,0,2001,2001
J Blackwood,West Indies,2,1,0,16,,-,,5.33,0,0,2015,2015
DL Blake,USA,1,1,0,7,,-,,7.0,0,0,2004,2004
GH Bodi,South Africa,2,1,0,8,,-,,8.0,0,0,2007,2007
DC Boon,Australia,181,7,0,86,,-,,6.29,0,0,1984,1995
SG Borthwick,England,2,2,0,72,,-,,8.0,0,0,2011,2011
T Bosch,South Africa,2,2,0,66,,-,,7.76,0,0,1992,1992
JWHD Boteju,Sri Lanka,2,2,0,113,,-,,6.64,0,0,1999,1999
SA Britton,Ireland,1,1,0,37,,-,,6.16,0,0,2009,2009
BC Broad,England,34,1,0,6,,-,,6.0,0,0,1987,1988
AD Brown,England,16,1,0,5,,-,,5.0,0,0,1996,2001
CE Bulfin,New Zealand,4,3,0,109,,-,,6.41,0,0,1999,1999
SF Burger,Namibia,2,2,0,67,,-,,6.09,0,0,2003,2003
JD Campbell,West Indies,6,1,0,13,,-,,13.0,0,0,2019,2019
MA Carberry,England,6,1,0,12,,-,,12.0,0,0,2013,2014
KED Carroll,Ireland,6,1,0,8,,-,,8.0,0,0,2007,2007
G Chapple,England,1,1,0,14,,-,,3.5,0,0,2006,2006
J Charles,West Indies,48,1,0,12,,-,,14.4,0,0,2012,2016
K Christie,Hong Kong,1,1,0,18,,-,,18.0,0,0,2016,2016
DB Close,England,3,1,0,21,,-,,7.0,0,0,1972,1972
DJ Colley,Australia,1,1,0,72,,-,,6.54,0,0,1972,1972
AN Connolly,Australia,1,1,0,62,,-,,5.81,0,0,1971,1971
JJ Crowe,New Zealand,75,1,0,1,,-,,1.0,0,0,1983,1990
CD Cumming,New Zealand,13,1,0,17,,-,,5.66,0,0,2003,2009
GN de Silva,Sri Lanka,4,4,0,169,,-,,5.22,0,0,1983,1985
BJ Diamanti,New Zealand,1,1,0,25,,-,,12.5,0,0,2009,2009
S Dube,India,1,1,0,68,,-,,8.68,0,0,2019,2019
N Dutta,Canada,1,1,0,31,,-,,5.16,0,0,2013,2013
DD Ebrahim,Zimbabwe,82,2,0,11,,-,,13.2,0,0,2001,2005
BA Edgar,New Zealand,64,1,0,5,,-,,2.5,0,0,1978,1986
WJ Edwards,Australia,1,1,0,0,,-,,0.0,0,0,1975,1975
RR Emrit,West Indies,2,2,0,99,,-,,7.07,0,0,2007,2007
MG Erasmus,Namibia,5,3,0,65,,-,,4.06,0,0,2019,2019
JJ Esmeijer,Netherlands,6,6,0,208,,-,,5.47,0,0,2002,2003
Fahim Muntasir,Bangladesh,3,3,0,111,,-,,3.94,0,0,2001,2002
NH Fairbrother,England,75,1,0,9,,-,,9.0,0,0,1987,1999
Faisal Iqbal,Pakistan,18,2,0,33,,-,,11.0,0,0,2000,2006
Fayyaz Ahmed,UAE,3,3,0,121,,-,,4.48,0,0,2014,2016
Fazl-e-Akbar,Pakistan,2,2,0,48,,-,,4.0,0,0,1998,2001
Fazle Mahmud,Bangladesh,2,1,0,16,,-,,5.33,0,0,2018,2018
AM Fernando,Sri Lanka,1,1,0,22,,-,,11.0,0,0,2017,2017
BOP Fernando,Sri Lanka,6,1,0,16,,-,,8.0,0,0,2019,2019
ADS Fletcher,West Indies,25,3,0,26,,-,,5.57,0,0,2008,2016
A Flower,Zimbabwe,213,2,0,23,,-,,4.6,0,0,1992,2003
DR Flynn,New Zealand,20,3,0,25,,-,,6.25,0,0,2008,2012
CR Foggo,Bermuda,4,1,0,2,,-,,12.0,0,0,2008,2008
PJ Franks,England,1,1,0,48,,-,,5.33,0,0,2000,2000
Frasat Ali,South Africa,3,3,0,107,,-,,4.45,0,0,1975,1975
G Gambhir,India,147,1,0,13,,-,,13.0,0,0,2003,2013
D Ganga,West Indies,35,1,0,4,,-,,24.0,0,0,1999,2006
SP Gauchan,Nepal,1,1,0,15,,-,,3.75,0,0,2018,2018
TG Gordon,Canada,5,2,0,25,,-,,10.0,0,0,2011,2011
DI Gower,England,114,2,0,14,,-,,16.8,0,0,1978,1991
MJ Greatbatch,New Zealand,84,1,0,5,,-,,5.0,0,0,1988,1996
FRMD Gunatilleke,Sri Lanka,1,1,0,34,,-,,3.77,0,0,1979,1979
Gurkeerat Singh,India,3,3,0,68,,-,,6.8,0,0,2016,2016
Hannan Sarkar,Bangladesh,20,1,0,13,,-,,26.0,0,0,2002,2004
Hashmatullah Shahidi,Afghanistan,39,2,0,25,,-,,8.33,0,0,2013,2019
ML Hayden,Australia,161,1,0,18,,-,,18.0,0,0,1993,2008
RL Hayes,New Zealand,1,1,0,31,,-,,4.42,0,0,1995,1995
DL Haynes,West Indies,238,1,0,24,,-,,4.8,0,0,1978,1994
C Hemraj,West Indies,6,1,0,9,,-,,7.71,0,0,2018,2018
VR Hogg,Zimbabwe,2,2,0,49,,-,,3.26,0,0,1983,1983
DAW Hollis,Bermuda,1,1,0,43,,-,,6.14,0,0,2008,2008
AC Hudson,South Africa,89,1,0,3,,-,,3.0,0,0,1991,1997
KJ Hughes,Australia,97,1,0,4,,-,,24.0,0,0,1977,1985
Hussain Talat,Pakistan,1,1,0,16,,-,,8.0,0,0,2019,2019
EH Hutchinson,USA,4,3,0,82,,-,,6.3,0,0,2019,2019
N Ifill,Canada,4,3,0,88,,-,,7.33,0,0,2003,2006
CA Ingram,South Africa,31,1,0,17,,-,,17.0,0,0,2010,2013
Irfan Fazil,Pakistan,1,1,0,46,,-,,7.66,0,0,2000,2000
Irfan Sajid,UAE,1,1,0,23,,-,,4.6,0,0,2014,2014
Ishtiaq Muhammad,Hong Kong,1,1,0,24,,-,,8.0,0,0,2016,2016
SS Iyer,India,12,2,0,15,,-,,7.5,0,0,2017,2019
Jahangir Alam Talukdar,Bangladesh,2,2,0,36,,-,,5.14,0,0,1990,1990
Jamaluddin Ahmed,Bangladesh,1,1,0,28,,-,,7.0,0,0,2003,2003
JA Jameson,England,3,1,0,3,,-,,1.5,0,0,1973,1975
WS Jayantha,Sri Lanka,17,6,0,46,,-,,5.01,0,0,2004,2004
NGRP Jayasuriya,Sri Lanka,2,2,0,95,,-,,5.93,0,0,2018,2018
TJ Jenner,Australia,1,1,0,28,,-,,2.62,0,0,1975,1975
Junaid Siddique,Bangladesh,54,2,0,13,,-,,6.5,0,0,2007,2011
Kaleemullah,Oman,3,3,0,84,,-,,5.6,0,0,2019,2019
SMS Kaluperuma,Sri Lanka,2,1,0,3,,-,,3.0,0,0,1988,1988
AL Kandappah,Canada,2,1,0,4,,-,,24.0,0,0,2007,2007
Karim Janat,Afghanistan,1,1,0,31,,-,,7.75,0,0,2017,2017
FDM Karunaratne,Sri Lanka,28,2,0,18,,-,,6.75,0,0,2011,2019
S Kaul,India,3,3,0,179,,-,,6.62,0,0,2018,2018
PHT Kaushal,Sri Lanka,1,1,0,25,,-,,4.16,0,0,2015,2015
JC Kent,South Africa,2,2,0,57,,-,,7.12,0,0,2002,2002
AN Kervezee,Netherlands,39,2,0,34,,-,,8.5,0,0,2006,2012
S Keshvani,Canada,5,2,0,48,,-,,6.0,0,0,2009,2009
G Kirsten,South Africa,185,3,0,23,,-,,4.6,0,0,1993,2003
CKB Kulasekara,Sri Lanka,4,4,0,80,,-,,6.15,0,0,2011,2012
AJ Lamb,England,122,1,0,3,,-,,3.0,0,0,1982,1992
CB Lambert,West Indies,12,2,0,74,,-,,6.16,0,0,1990,2004
JPR Lamsam,Hong Kong,2,2,0,47,,-,,7.83,0,0,2004,2008
W Larkins,England,25,2,0,22,,-,,8.8,0,0,1979,1991
VVS Laxman,India,86,4,0,40,,-,,5.71,0,0,1998,2006
AL Logie,West Indies,158,4,0,18,,-,,4.5,0,0,1981,1993
CH Lonsdale,Bermuda,1,1,0,19,,-,,9.5,0,0,2007,2007
AGR Loudon,England,1,1,0,36,,-,,6.0,0,0,2006,2006
AJ Mackay,Zimbabwe,3,3,0,137,,-,,6.22,0,0,2001,2001
ND McKenzie,South Africa,64,5,0,27,,-,,3.52,0,0,2000,2009
RS Madugalle,Sri Lanka,63,1,0,1,,-,,1.5,0,0,1979,1988
Mafizur Rahman,Bangladesh,4,4,0,73,,-,,6.63,0,0,1997,1997
RS Mahanama,Sri Lanka,213,2,0,7,,-,,21.0,0,0,1986,1999
GI Maiden,Scotland,7,1,0,38,,-,,4.75,0,0,2010,2011
GT Main,Scotland,1,1,0,30,,-,,6.0,0,0,2019,2019
AO Malhotra,India,20,1,0,0,,-,,0.0,0,0,1982,1986
Mansoor Rana,Pakistan,2,1,0,7,,-,,7.0,0,0,1990,1990
Maqsood Rana,Pakistan,1,1,0,11,,-,,5.5,0,0,1990,1990
I Maraj,Canada,6,1,0,22,,-,,4.88,0,0,2003,2003
GR Marsh,Australia,117,1,0,4,,-,,4.0,0,0,1986,1992
XM Marshall,West Indies,33,2,0,6,,-,,4.0,0,0,2005,2019
PS Masvaure,Zimbabwe,2,1,0,19,,-,,6.33,0,0,2018,2018
Mazharul Haque,Bangladesh,1,1,0,4,,-,,6.0,0,0,2002,2002
Mazhar Hussain,UAE,7,2,0,60,,-,,7.5,0,0,1994,1996
GJ McCarter,Ireland,1,1,0,38,,-,,4.75,0,0,2014,2014
Mehrab Hossain,Bangladesh,18,3,0,42,,-,,8.4,0,0,1998,2003
MA Meman,Zimbabwe,1,1,0,34,,-,,4.97,0,0,1987,1987
BKG Mendis,Sri Lanka,73,2,0,28,,-,,8.4,0,0,2016,2019
Misbah-ul-Haq,Pakistan,162,1,0,30,,-,,7.5,0,0,2002,2015
HS Modi,Kenya,63,4,0,27,,-,,8.52,0,0,1996,2006
Mohammad Boota,UAE,9,1,0,10,,-,,5.0,0,0,2018,2019
Mohammad Nadeem,Oman,4,1,0,23,,-,,7.66,0,0,2019,2019
JN Mohammed,West Indies,28,8,0,131,,-,,5.38,0,0,2011,2018
Mohammed Siraj,India,1,1,0,76,,-,,7.6,0,0,2019,2019
PJK Mooney,Ireland,4,4,0,100,,-,,6.89,0,0,2006,2007
RS Morton,West Indies,56,1,0,2,,-,,2.0,0,0,2002,2010
M Mulla,Canada,1,1,0,64,,-,,6.4,0,0,2007,2007
CT Mumba,Zimbabwe,2,2,0,67,,-,,6.48,0,0,2016,2017
Munir Dar,Hong Kong,2,2,0,89,,-,,4.94,0,0,2008,2008
TK Musakanda,Zimbabwe,15,1,0,11,,-,,5.5,0,0,2016,2018
Mushtaq Mohammad,Pakistan,10,2,0,23,,-,,3.28,0,0,1973,1978
Nadeem Khan,Pakistan,2,2,0,81,,-,,5.06,0,0,1993,1995
Naeem Ahmed,Pakistan,1,1,0,43,,-,,4.3,0,0,1978,1978
Naeem Ashraf,Pakistan,2,2,0,52,,-,,7.42,0,0,1995,1995
Najaf Shah,Pakistan,1,1,0,59,,-,,5.9,0,0,2007,2007
Najibullah Zadran,Afghanistan,67,2,0,30,,-,,6.0,0,0,2012,2019
Nasir Jamal,Afghanistan,16,1,0,7,,-,,7.0,0,0,2014,2018
Naved Latif,Pakistan,11,3,0,51,,-,,6.37,0,0,2001,2003
AM Nayar,India,3,1,0,17,,-,,5.66,0,0,2009,2009
MJ North,Australia,2,1,0,16,,-,,5.33,0,0,2009,2009
FN Otieno,Kenya,4,1,0,2,,-,,2.0,0,0,2010,2010
KO Otieno,Kenya,90,1,0,5,,-,,5.0,0,0,1996,2009
C Overton,England,1,1,0,55,,-,,7.85,0,0,2018,2018
MB Owens,New Zealand,1,1,0,37,,-,,4.62,0,0,1992,1992
M Panchal,Netherlands,1,1,0,10,,-,,2.0,0,0,2007,2007
GK Pandey,India,2,2,0,60,,-,,4.61,0,0,1999,1999
Pankaj Singh,India,1,1,0,45,,-,,6.42,0,0,2010,2010
NT Pascal,West Indies,1,1,0,29,,-,,7.25,0,0,2009,2009
SP Pasqual,Sri Lanka,2,1,0,20,,-,,4.28,0,0,1979,1979
JM Patel,Canada,3,2,0,47,,-,,3.09,0,0,1979,1979
KA Patel,Kenya,2,2,0,34,,-,,6.8,0,0,2006,2006
RGM Patel,India,1,1,0,58,,-,,5.8,0,0,1988,1988
AK Perera,Sri Lanka,6,3,0,33,,-,,5.5,0,0,2013,2019
KG Perera,Sri Lanka,1,1,0,15,,-,,7.5,0,0,1986,1986
AN Petersen,South Africa,21,1,0,7,,-,,7.0,0,0,2006,2013
K Pierre,West Indies,2,2,0,108,,-,,6.75,0,0,2019,2019
ADJ Pitcher,Bermuda,3,3,0,80,,-,,6.07,0,0,2007,2007
OL Pitcher,Bermuda,5,1,0,25,,-,,10.0,0,0,2007,2007
PI Pocock,England,1,1,0,20,,-,,2.0,0,0,1985,1985
AG Prince,South Africa,52,1,0,3,,-,,1.5,0,0,2002,2007
DJ Pringle,South Africa,2,2,0,55,,-,,3.66,0,0,1975,1975
Y Punja,UAE,1,1,0,49,,-,,8.16,0,0,2015,2015
M Pushpakumara,Sri Lanka,3,1,0,21,,-,,4.2,0,0,2009,2010
Raees Ahmadzai,Afghanistan,5,1,0,16,,-,,4.0,0,0,2009,2010
LN Rajbanshi,Nepal,3,1,0,33,,-,,4.71,0,0,2019,2019
LS Rajput,India,4,2,0,42,,-,,6.0,0,0,1985,1987
Rameez Shahzad,UAE,15,1,0,16,,-,,8.0,0,0,2016,2018
Rameez Raja,Pakistan,198,1,0,10,,-,,10.0,0,0,1985,1997
Raqibul Hasan,Bangladesh,2,1,0,4,,-,,24.0,0,0,1986,1986
Rashid Zia,USA,2,2,0,69,,-,,7.01,0,0,2004,2004
D Ravu,Papua New Guinea,8,7,0,230,,-,,5.6,0,0,2017,2019
JN Rhodes,South Africa,245,2,0,4,,-,,1.71,0,0,1992,2003
EB Ringera,Kenya,1,1,0,28,,-,,2.8,0,0,2011,2011
CP Rizwan,UAE,7,1,0,10,,-,,15.0,0,0,2019,2019
Rizwan Ahmed,Pakistan,1,1,0,26,,-,,6.5,0,0,2008,2008
SJ Roberts,New Zealand,2,2,0,47,,-,,6.71,0,0,1990,1990
JA Rudolph,South Africa,45,1,0,26,,-,,6.5,0,0,2003,2006
Saad Nasim,Pakistan,3,2,0,46,,-,,7.66,0,0,2015,2015
Saeed-al-Saffar,UAE,1,1,0,25,,-,,8.33,0,0,1996,1996
Saleem Elahi,Pakistan,48,1,0,10,,-,,10.0,0,0,1995,2004
Salman Butt,Pakistan,78,6,0,90,,-,,7.82,0,0,2004,2010
Salman Farooq,UAE,1,1,0,23,,-,,3.83,0,0,2014,2014
MAR Samarasekera,Sri Lanka,39,11,0,291,,-,,5.16,0,0,1983,1994
Samiullah Khan,Pakistan,2,2,0,115,,-,,5.75,0,0,2008,2008
Samiur Rahman,Bangladesh,2,2,0,30,,-,,3.0,0,0,1986,1986
Sami Faridi,Canada,3,3,0,63,,-,,6.3,0,0,2008,2008
Sarfaraz Ahmed,Pakistan,116,1,0,15,,-,,7.5,0,0,2007,2019
GR Sealy,Canada,3,1,0,21,,-,,3.5,0,0,1979,1979
RD Shah,Kenya,56,4,0,72,,-,,7.2,0,0,1998,2007
A Shamshudeen,Canada,1,1,0,24,,-,,8.0,0,0,2007,2007
Shamsur Rahman,Bangladesh,10,1,0,13,,-,,13.0,0,0,2013,2014
Shariful Haque,Bangladesh,1,1,0,21,,-,,7.0,0,0,1998,1998
KV Sharma,India,2,2,0,125,,-,,6.57,0,0,2014,2014
S Shivnarine,West Indies,1,1,0,16,,-,,5.33,0,0,1978,1978
DJM Short,Australia,4,3,0,59,,-,,8.42,0,0,2018,2018
Shuvagata Hom,Bangladesh,4,1,0,9,,-,,4.5,0,0,2011,2011
NS Sidhu,India,136,2,0,3,,-,,4.5,0,0,1987,1998
EHSN Silva,UAE,1,1,0,33,,-,,4.71,0,0,2008,2008
KJ Silva,Sri Lanka,1,1,0,55,,-,,6.87,0,0,1995,1995
RW Sims,Zimbabwe,3,3,0,127,,-,,5.77,0,0,2002,2003
VRV Singh,India,2,2,0,105,,-,,8.75,0,0,2006,2006
Skhawat Ali,Hong Kong,4,1,0,68,,-,,8.5,0,0,2008,2014
MJ Slater,Australia,42,2,0,11,,-,,5.5,0,0,1993,1997
DS Smith,West Indies,47,2,0,17,,-,,6.0,0,0,2003,2013
M Smith,Bermuda,1,1,0,14,,-,,7.0,0,0,2008,2008
SB Smith,Australia,28,2,0,5,,-,,4.28,0,0,1983,1985
Sohail Fazal,Pakistan,2,1,0,4,,-,,4.0,0,0,1989,1989
CM Spearman,New Zealand,51,1,0,6,,-,,12.0,0,0,1995,2001
IM Stanger,Scotland,5,2,0,56,,-,,6.22,0,0,1999,2006
MP Stead,Canada,2,2,0,24,,-,,4.96,0,0,1979,1979
DS Steele,England,1,1,0,9,,-,,9.0,0,0,1976,1976
AJ Strauss,England,127,1,0,3,,-,,3.0,0,0,2003,2011
Sultan Ahmed,UAE,2,2,0,58,,-,,4.83,0,0,2019,2019
Tamim Iqbal,Bangladesh,204,2,0,13,,-,,13.0,0,0,2007,2019
Tanbir Hayder,Bangladesh,2,2,0,67,,-,,6.7,0,0,2016,2016
CJ Tavare,England,29,1,0,3,,-,,1.5,0,0,1980,1984
JP Taylor,England,1,1,0,20,,-,,6.66,0,0,1993,1993
LB Taylor,England,2,2,0,47,,-,,3.35,0,0,1986,1986
LRPL Taylor,New Zealand,228,4,0,35,,-,,5.0,0,0,2006,2019
EP Thompson,New Zealand,1,1,0,42,,-,,10.5,0,0,2009,2009
LO Tikolo,Kenya,3,3,0,55,,-,,6.87,0,0,1996,1996
GS Trimble,Australia,2,1,0,32,,-,,8.0,0,0,1986,1986
GM Turner,New Zealand,41,1,0,0,,-,,0.0,0,0,1973,1983
Umar Amin,Pakistan,16,3,0,24,,-,,3.42,0,0,2010,2018
TP Ura,Papua New Guinea,26,1,0,12,,-,,12.0,0,0,2014,2019
Usman Mushtaq,UAE,1,1,0,9,,-,,4.5,0,0,2015,2015
RV Uthappa,India,46,1,0,0,,-,,0.0,0,0,2006,2015
CJPG van Zyl,South Africa,2,2,0,93,,-,,5.16,0,0,1992,1992
JCB Vaughan,Canada,3,2,0,36,,-,,3.27,0,0,1979,1979
DB Vengsarkar,India,129,1,0,4,,-,,4.0,0,0,1976,1991
KDK Vithanage,Sri Lanka,6,2,0,17,,-,,8.5,0,0,2013,2014
Wahidul Gani,Bangladesh,1,1,0,32,,-,,5.33,0,0,1988,1988
Waqas Barkat,Hong Kong,10,4,0,75,,-,,5.0,0,0,2014,2018
DA Warner,Australia,116,1,0,8,,-,,8.0,0,0,2009,2019
SR Waters,Kenya,20,1,0,14,,-,,4.66,0,0,2008,2011
M Watkinson,England,1,1,0,43,,-,,4.77,0,0,1996,1996
AP Weerakkody,Sri Lanka,1,1,0,41,,-,,6.83,0,0,1994,1994
SR Welsh,Canada,3,3,0,147,,-,,7.35,0,0,2006,2008
JM Wiener,Australia,7,2,0,34,,-,,8.5,0,0,1979,1980
CB Wishart,Zimbabwe,90,1,0,12,,-,,6.0,0,0,1996,2005
WA Wisneski,New Zealand,3,3,0,123,,-,,6.47,0,0,2000,2000
GH Worker,New Zealand,10,1,0,5,,-,,5.0,0,0,2015,2018
JG Wright,New Zealand,149,3,0,8,,-,,2.0,0,0,1978,1992
Yasir Hameed,Pakistan,56,3,0,26,,-,,8.66,0,0,2003,2007
Zakir Hasan,Bangladesh,1,1,0,17,,-,,8.5,0,0,1997,1997
Zakir Hossain,Bangladesh,1,1,0,18,,-,,4.5,0,0,1998,1998
Zakiullah Zaki,Afghanistan,1,1,0,27,,-,,6.75,0,0,2012,2012
C Zhuwao,Zimbabwe,9,2,0,21,,-,,6.63,0,0,2008,2018
Aaron Jones,USA,9,,,,,-,,,,,2019,2019
Abdul Jabbar,Canada,2,,,,,-,,,,,2007,2007
Abdul Rehman,UAE,1,,,,,-,,,,,2004,2004
Abdul Shakoor,UAE,3,,,,,-,,,,,2015,2018
Abid Ali,Pakistan,4,,,,,-,,,,,2019,2019
CJ Adams,England,5,,,,,-,,,,,1998,2000
Adnan Akmal,Pakistan,5,,,,,-,,,,,2011,2012
Adnan Mufti,UAE,18,,,,,-,,,,,2017,2018
Afsar Zazai,Afghanistan,17,,,,,-,,,,,2014,2017
Aijaz Ali,USA,2,,,,,-,,,,,2004,2004
Akhtar Sarfraz,Pakistan,4,,,,,-,,,,,1997,1998
Akshay Homraj,USA,4,,,,,-,,,,,2019,2019
Alawi Shukri,UAE,1,,,,,-,,,,,2008,2008
RP Alexander,USA,2,,,,,-,,,,,2004,2004
MJD Allingham,Scotland,3,,,,,-,,,,,1999,1999
Al Sahariar,Bangladesh,29,,,,,-,,,,,1999,2003
